3	146	117239
3	179	117002
3	124	116565
2	139	116930
3	115	117331
2	191	117286
2	181	117093
1	249	117155
3	14	117380
3	195	117318
3	135	117531
3	61	117296
1	140	116830
3	74	117348
2	37	117501
1	30	117139
1	246	117673
3	136	117116
1	68	116746
3	85	117161
1	115	117596
3	246	117206
3	28	117627
2	6	117331
1	187	117001
3	75	117347
3	223	117598
2	129	116891
1	205	117030
3	245	117084
2	35	117191
2	50	117882
2	95	117502
2	26	117299
1	158	116998
2	235	117546
2	97	117511
1	27	116808
1	177	116854
3	40	117197
2	7	117633
1	183	116969
3	59	117005
1	242	116772
3	173	116939
2	248	117157
2	115	117025
2	73	117590
1	166	117179
2	111	117288
2	162	117628
3	57	116654
2	68	117066
2	246	116691
2	194	116961
2	89	117018
3	164	117114
2	224	117264
2	200	117283
2	187	117415
1	234	117325
2	93	116841
3	17	117676
1	95	117131
1	36	116868
1	31	117432
3	155	117430
1	204	117188
3	218	117305
2	195	116798
3	128	117179
3	226	116991
1	193	117032
1	9	117095
1	108	117732
1	71	117451
1	47	117424
2	226	116964
2	244	116862
2	91	117083
2	103	117526
2	55	116571
3	10	117487
1	215	117029
3	113	116874
1	124	117136
3	11	117060
3	199	117570
1	133	117666
3	134	117291
2	140	117113
3	42	117030
1	159	117071
2	13	117185
1	43	117251
3	116	117198
1	11	117265
3	140	117239
3	5	117484
1	225	117027
3	193	117397
3	73	117180
3	232	117459
1	65	117294
3	70	117257
3	36	116881
3	107	117354
3	201	116870
2	130	117357
3	219	117186
3	41	117301
1	81	116588
1	5	117354
3	4	116947
3	50	117440
2	255	117357
1	38	117138
3	97	116827
3	114	117078
3	152	117249
3	208	117292
3	112	117002
1	106	117271
3	216	117220
2	202	117172
1	172	117395
1	188	117319
3	210	117126
2	217	117156
1	147	116862
1	165	117333
1	54	117090
1	62	116992
2	204	117579
3	96	116913
3	145	117255
1	251	117000
3	178	117372
2	179	117611
1	35	117197
3	221	117467
2	53	117322
3	82	117012
1	222	117162
2	45	117148
2	173	117288
1	167	117436
3	171	117377
3	243	117330
3	182	116919
1	149	116803
3	3	117636
1	12	117764
1	191	116966
1	114	117221
3	130	117208
1	117	116766
1	3	117238
1	207	117540
2	206	116970
1	98	117358
2	145	117034
2	10	117473
1	130	117310
2	198	117301
1	218	117418
3	58	116835
2	78	117228
2	221	117272
2	138	117108
3	22	116982
1	6	117363
1	161	116990
3	108	116790
3	23	117250
2	148	116659
3	68	117067
1	85	116878
2	185	117551
2	183	116747
3	132	117668
3	161	117241
1	223	117447
1	129	117598
2	176	116766
2	27	117101
2	193	117201
1	24	116942
1	143	117554
3	102	117038
3	126	117199
3	254	116932
3	238	117142
3	118	117372
1	58	117414
2	33	117556
2	144	117962
1	120	117425
1	66	117127
2	28	117349
3	247	117251
1	185	117016
2	201	117797
2	17	116987
3	38	117035
3	206	116728
1	91	117128
3	176	116755
3	103	116898
3	26	117437
2	142	116762
1	189	117094
3	64	117357
3	231	116746
2	237	117176
3	197	117366
3	79	117175
1	203	117186
2	69	117196
2	218	117064
3	95	116971
1	42	116944
2	79	117113
2	209	117228
2	106	117131
1	220	117356
3	169	117139
1	10	116807
2	123	117337
1	157	117073
2	203	117087
2	1	116742
2	67	117370
2	59	117010
1	232	117541
2	40	116890
2	61	117830
2	168	117320
2	84	117288
3	106	116721
1	29	116757
3	65	116845
3	252	117551
1	87	117166
2	250	116857
2	124	117415
1	4	117277
3	147	117416
3	239	116748
3	7	117007
2	47	117390
3	30	117482
3	184	117607
1	8	117410
1	44	117391
1	0	117179
3	211	116965
3	20	117283
2	3	117468
2	147	116943
2	58	117257
1	69	117276
1	55	117074
3	77	117430
1	2	117054
1	233	116951
1	210	117033
2	163	117328
1	171	117471
3	51	117149
2	117	117567
3	13	117143
3	217	117577
2	83	117113
1	104	117326
1	18	117127
3	93	117133
3	66	117608
1	216	117177
2	159	116992
1	245	116907
2	178	117003
3	190	116847
1	231	117043
3	251	117055
2	197	117413
3	148	117428
3	127	117087
2	121	117200
1	212	116949
1	72	117425
1	74	117352
1	237	117189
3	186	117406
2	230	117081
1	97	117560
1	136	116868
2	98	116908
3	84	117269
2	149	117116
1	226	117299
3	117	117152
3	220	117544
1	96	117368
2	177	117166
1	186	116728
1	214	117376
1	229	117662
3	109	117239
3	249	117638
2	152	117296
3	241	117077
3	52	117055
2	196	116905
3	131	117383
3	166	117219
1	46	117237
3	101	116751
2	96	117450
2	16	117174
1	111	117511
1	101	117229
1	238	117270
3	170	117247
2	233	117151
2	114	117324
1	134	117089
3	212	116660
1	236	117265
1	202	117260
2	31	117302
2	146	117286
2	132	117178
3	78	117022
3	234	117309
2	86	117144
1	247	117157
1	184	117041
3	72	116964
1	179	117055
2	241	117504
2	186	117282
2	254	117335
2	118	117200
1	92	117119
1	173	116789
1	176	117066
3	149	117018
1	80	117301
1	32	117401
2	135	117556
2	120	117047
1	100	117652
2	182	117312
2	155	116762
2	113	117384
2	136	117393
2	76	117112
2	214	117146
2	85	117546
2	252	117125
2	229	117148
2	41	117023
3	175	117677
3	209	117312
3	159	117448
2	243	117113
2	12	117545
1	118	117437
2	18	117292
2	127	117284
3	54	116263
2	236	117306
2	154	117240
2	42	117249
1	34	117180
3	215	117159
1	45	117035
2	219	116901
3	111	117036
2	70	117185
1	150	117179
2	119	117056
2	188	117439
2	64	117125
3	191	117543
3	31	117254
3	21	117373
3	138	117043
2	22	117406
3	19	117004
2	242	117086
1	60	116963
2	169	116852
2	231	116852
2	126	117319
1	241	117258
1	169	117185
3	6	116871
1	127	116977
2	125	117219
3	194	117648
1	26	117051
1	116	117463
2	8	117429
2	239	117212
3	222	117020
3	253	116772
3	55	117420
1	84	116972
1	94	116868
3	177	117266
3	29	116983
2	30	117572
2	232	117049
3	240	117352
1	155	117359
2	44	117501
2	175	117576
1	239	117590
2	184	117336
1	198	116941
1	48	117201
3	32	116749
3	49	117273
1	248	116975
1	228	117467
1	14	117639
1	154	117052
2	74	117304
3	244	117096
1	253	117243
1	22	117231
3	196	117209
3	53	117250
3	104	117203
1	13	116921
1	88	117006
1	132	117311
2	34	117221
2	164	117533
1	240	117280
2	9	117538
1	137	116855
1	56	117283
